Text,Label
മണിപ്പൂരിൽ കുക്കി ഗോത്രക്കാർ ബലാത്സംഗം ചെയ്ത് കൊലപ്പെടുത്തിയ മെയ്തി സമുദായത്തിൽപ്പെട്ട നഴ്സിൻ്റെ മൃതദേഹം,0
നാളികേര വികസന ബോർഡ് എന്ന് മലയാളത്തിൽ അറിയപ്പെടുന്ന Coconut Development Boardന്റെ (CDB) വൈസ് ചെയർമാനായി 2014ൽ ബിജെപി സ്ഥാനാർഥിയായി താനൂരിൽ മത്സരിച്ച നാരായണൻ മാസ്റ്ററെ പിണറായി സർക്കാർ നിയമിച്ചു,3
മലയാളി ജവാന്‍ ശ്രീജിത്തിന്റെ മരണത്തിന് സൈന്യം തിരിച്ചടി നല്‍കുന്ന ദൃശ്യങ്ങള്‍,1
കഴിഞ്ഞ ആഴ്ച്ച ഡെന്‍മാര്‍ക്ക്് സന്ദര്‍ശിച്ച ഫ്രഞ്ച് പ്രസിഡന്റ് മാക്രോണിനെ ഡാനിഷ് പ്രധാന മന്ത്രി ലാര്‍സ് സൈക്കിളില്‍ എത്തി സ്വീകരിക്കുന്നു.,1
"ഓണം ബംപറിലും തട്ടിപ്പ്, നാലാം സമ്മാനം 90 പേര്‍ക്കെന്ന് പ്രഖ്യാപിച്ചിട്ട് ഒരാള്‍ക്ക് മാത്രമാണ് നല്‍കുന്നത്.",2
DFYI എന്ന് തെറ്റായ ചുവരെഴുത്തുമായി DYFI പ്രവര്‍ത്തകര്‍.,0
ഉത്തർപ്രദേശിലെ ഒരു സർക്കാർ ഓഫീസിൽ ഉദ്യോഗസ്ഥൻ കർഷകരോട് കൈക്കൂലി ആവശ്യപ്പെട്ടതിന് കർഷകർ 40 പാമ്പുകളെ ഓഫീസിനുള്ളിൽ അഴിച്ചുവിട്ടു.,1
ഉത്തർപ്രദേശിൽ വിദ്യാർഥിനിയുടെ മരണത്തിന് കാരണക്കാരായവരുടെ അവസ്ഥ.,0
കെ.ടി ജലീല്‍ എംഎല്‍എയുടെ പ്രദേശിക വികസന ഫണ്ടില്‍ നിന്ന് നിര്‍മിച്ച ബസ് കാത്തിരിപ്പ് കേന്ദ്രം.,0
കൊല്ലം മേയറുടെ ഓഫിസിന് മുന്നില്‍ പ്രതിഷേധിച്ച തൊഴിലുറപ്പ് ജോലിക്കാര്‍ പൊലീസിനെ മര്‍ദ്ദിക്കുന്നു.,2
കോടികളുടെ നോട്ട് മാലയിൽ തീർത്ത കല്യാണ മണ്ഡപത്തിന്റെ വീഡിയോ,1
പ്രധാനമന്ത്രി മോദി ഫോട്ടോ ഷൂട്ടിനായി കരകൗശല വിദഗ്ധരുമായി സംവദിക്കുന്നു.,2
ബലാല്‍സംഗം ചെയ്യപ്പെട്ട അഞ്ചുവയസുള്ള മകളുമായി പാര്‍ലമെന്റിനു മുന്നില്‍ പ്രതിഷേധിക്കുന്ന പിതാവ്.,2
കാനഡ സർക്കാർ അർ എസ് എസിനെ നിരോധിച്ചു.,0
ഹലാൽ ആണെന്ന പേരിൽ ജ്യൂസിൽ തുപ്പി നൽകുന്നു.,2
മധ്യപ്രദേശിലെ ഹുക്ക ബാറിൽ അടുത്തിടെ നടന്ന റെയ്ഡിൽ 15 ഹിന്ദു പെൺകുട്ടികളും 15 മുസ്‌ലിം ആൺകുട്ടികളും അറസ്റ്റ് ചെയ്തു.,0
തമിഴ്‌നാട്ടില്‍ അത്മഹത്യാ ഭീഷണിമുഴക്കിയ ഹിന്ദു മുന്നണി പ്രവര്‍ത്തകരെ അധികൃതര്‍ അവഗണിച്ചതോടെ സമരത്തില്‍ നിന്ന് സ്വയം പിന്തിരിഞ്ഞു.,1
ദി കേരള സ്റ്റോറി' യിൽ ഡെവോളീന ഭട്ടാചാർജി ഒരു വേഷം ചെയ്തിട്ടുണ്ട്,0
ദി കേരള സ്‌റ്റോറി കണ്ടിറങ്ങിയ മുസ്ലീം യുവതി പ്രതികരണമെടുക്കാനെത്തിയ ചാനലിന് നല്‍കിയ മറുപടി.,2
ദി കേരള സ്‌റ്റോറി കാണാന്‍ തിയറ്ററിലെത്തിയ ജനക്കൂട്ടം.,2
മുഖ്യമന്ത്രി പിണറായി വിജയനെ അഭിവാദ്യം ചെയ്തുകൊണ്ട് ദുബായിലെ പ്രവാസി മലയാളികള്‍ എത്തിയ ദൃശ്യം.,2
ഐ എസ് ആർ ഓ ചെയർമാനായി വീണ്ടും ഒരു മലയാളി നിയമത്തിനായി,0
"വിറ്റഴിക്കാത്ത ടിക്കറ്റിന് ബംപര്‍ സമ്മാനം നല്‍കി കേരള സര്‍ക്കാരിന്റെ തട്ടിപ്പ്. ഇക്കഴിഞ്ഞ ഓണം, ക്രിസ്മസ്, വിഷു ബംപര്‍ ടിക്കറ്റുകളെല്ലാം ഇത്തരത്തില്‍ ഉടമകളില്ലാത്തവയോ കണ്ടെത്താനാവത്തതോ ആയിരുന്നു.",2
ഇത് നീലേശ്വരത്ത് ലോട്ടറി വില്‍പന നടത്തുന്ന ഗൗരി അന്തര്‍ജനം. സാമ്പത്തികമായി പിന്നോക്കം നില്‍ക്കുന്ന ഇവര്‍ ഉയര്‍ന്ന ജാതിക്കാരിയായതിനാല്‍ സര്‍ക്കാര്‍ ആനുകൂല്യങ്ങളൊന്നും ലഭിക്കുന്നില്ല,2
പാക് അധിനിവേശ കശ്മീരിൽ ഇന്ത്യൻ ആർമിയ്ക്ക് അനുകൂലമായി പ്രതിജ്ഞ.,0
₹ 2 കോടി നോട്ട് മാലയിൽ തീർത്ത കല്യാണ മണ്ഡപം,0
നരേന്ദ്ര മോദി നടിമാരെ വെച്ച് രാമോജി ഫിലിം സിറ്റിയിൽ നടത്തിയ ഫോട്ടോ ഷൂട്ട്.,0
പുതുപ്പള്ളി തിരഞ്ഞെടുപ്പ് വിജയത്തെ തുടർന്ന് കാവി ഷാളിട്ട് ചാണ്ടി ഉമ്മൻ ആർഎസ്എസ് പാളയത്തിൽ,0
"അതിവേഗം വ്യാപനം എന്ന് വാര്‍ത്ത, വന്നോ കൊവിഡിന്‍റെ പുതിയ വകഭേദം? അറിയേണ്ടത്",0
"ಹೃದಯದ ಬ್ಲಾಕ್‌ಗೆ ಆಂಜಿಯೋಪ್ಲಾಸ್ಟಿ ಬದಲಿಗೆ ಮನೆಮದ್ದು, ಆಯುರ್ವೇದ ಔಷಧ ಪ್ರಯೋಜನಕಾರಿ",0
കെ.ടി. ജലീൽ നിർമ്മിച്ച 3 ലക്ഷത്തിന്‍റെ വിചിത്ര ബസ് വെയിറ്റിംഗ് ഷെഡോ? പെട്ടിക്കൂടിന്‍റെ വലിപ്പം പോലുമില്ല!,0
"ഉദ്യോഗസ്ഥര്‍ കൈക്കൂലി ആവശ്യപ്പെട്ടു, കര്‍ഷകന്‍ 40 വിഷപാമ്പുകളെ തുറന്നുവിട്ടു!",1
"ഫെയര്‍ ആന്‍ഡ് ലവ്‌ലിയില്‍ പന്നി നെയ്യ്, ലെയ്‌സിൽ പ്ലാസ്റ്റിക്ക്, വിക്‌സ് സ്ലോ‌പോയിസന്‍! സത്യമോ വൈറല്‍ സന്ദേശം?",2
കേരളത്തില്‍ നിപ മനുഷ്യരിലേക്ക് എത്തിയത് ആ വഴിയേ?,0
"അതിവേഗം വ്യാപനം എന്ന് വാര്‍ത്ത, വന്നോ കൊവിഡിന്‍റെ പുതിയ വകഭേദം?",0
"മക്കളുടെ ഭാവി ഓര്‍ത്ത് പറയുവാണ്, അവര്‍ക്ക് വോട്ട് ചെയ്യല്ലേ'; പറഞ്ഞോ ആമിര്‍ ഖാന്‍ ഇങ്ങനെ",0
കാത്തുകാത്തിരുന്ന് സായ് പല്ലവി വിവാഹിതയായി? ചിത്രം വൈറല്‍,0
"രാഷ്ട്രപതി ഭവനിലെ സിഖ് സുരക്ഷാ ഗാർഡുകളെ മാറ്റി എന്ന് പ്രചാരണം; പൊളിച്ചടുക്കി ഇന്ത്യന്‍ ആര്‍മി, മുന്നറിയിപ്പ്",0
"നെഹ്‌റു കുടുംബത്തില്‍ നിന്നൊരു ഗായിക, പ്രിയങ്ക ഗാന്ധിയുടെ മകൾ ജോനിറ്റ ഗാന്ധിയുടെ മലയാള ഗാനം",0
"കാലം മാറി, പരിശീലനം മാറി; എംബാപ്പെയുടെ അസിസ്റ്റില്‍ റോബോട്ടിന്‍റെ ബുള്ളറ്റ് ഗോള്‍! വീഡിയോ വൈറല്‍",0
പടുകൂറ്റന്‍ കെട്ടിടത്തിന്‍റെ സ്ഥാനത്ത് പൊടിപടലം മാത്രം; ചില്ലുപോലെ ഉടഞ്ഞ് മഹാമന്ദിരം,0
"ഒരു മണിക്കൂര്‍ ധാരാളം, സമ്പാദിക്കാം ആയിരങ്ങള്‍; വാട്‌സ്‌ആപ്പില്‍ ഒഴുകിയെത്തിയ ആ ഓഫറില്‍ ആരും തലവെക്കല്ലേ",0
"എന്തൊരു ദുരവസ്ഥ, മരിച്ച ആന്‍ഡ്രൂ സൈമണ്ട്‌സിന്‍റെ പേരിലും വ്യാജ പ്രചാരണം! സംഭവം ഞെട്ടിക്കുന്നത്",0
"മുഹമ്മദ് സിറാജ് തീ, 'സ്യൂ' സെലിബ്രേഷനും കിടിലം; പക്ഷേ സിആർ7 മോഡൽ ചാട്ടത്തിൽ ഒരു പ്രശ്നമുണ്ട്!",0
എജ്ജാതി ഷോട്ട്! ക്രിക്കറ്റ് കളിച്ച് നരേന്ദ്ര മോദി; വീഡിയോ വൈറല്‍- പക്ഷേ!,0
25000 നിക്ഷേപിച്ചാല്‍ ഒരാഴ്‌ച കൊണ്ട് 100750 രൂപ അക്കൗണ്ടില്‍'! ട്രേഡിംഗ് പ്ലാറ്റ്‌ഫോമുമായി നാരായണ മൂര്‍ത്തി?,0
ആളുകള്‍ക്കരികിലേക്ക് പറന്നുവന്ന് അന്യഗ്രഹ പേടകം? വീഡിയോ ചര്‍ച്ചയാവുന്നു,0
"കണ്ണഞ്ചിപ്പിക്കും കാഴ്‌ചകള്‍, അയോധ്യ രാമക്ഷേത്രത്തിന്‍റെ ഉള്ളിലെ ദൃശ്യങ്ങള്‍ ലീക്കായി?",0
"നടുക്കും കാഴ്ച, വീടിന് മുകളില്‍ കുടുങ്ങിയവരെ രക്ഷിച്ച് ബുള്‍ഡോസര്‍ കൈകള്‍; വീഡിയോ ലിബിയയിലോ?",0
"പിണറായിക്കാലത്ത് കാടുമൂടി തലശ്ശേരി ജനറല്‍ ആശുപത്രി'; കള്ളം പൊളിഞ്ഞു, വൈറല്‍ ചിത്രം വ്യാജം",0
എല്ലാം തകര്‍ന്നടിയുന്ന കാഴ്‌ച; ഇത് മൊറോക്കന്‍ ഭൂകമ്പത്തിന്‍റെ ഭീതിജനകമായ ദൃശ്യങ്ങളോ,0
ക്ഷേത്രത്തില്‍ കയറിയതിന് ദലിത് സ്ത്രീയെ തല്ലിക്കൊന്നോ; വീഡിയോ വ്യാപകമായി പ്രചരിക്കുന്നു,0
പ്രായമായ അമ്മയെ വയോജനകേന്ദ്രത്തില്‍ തള്ളി മകനും മരുമകളും'; കണ്ണീരായി വൈറല്‍ വീഡിയോ,0
ഒരു എലിയെ പിടിക്കാന്‍ റെയില്‍വേ മുടക്കിയത് 41000 രൂപ! ഞെട്ടിച്ച് കണക്ക്,0
കയ്യടിക്കടാ... മാന്‍ ഓഫ് ദി മാച്ച് ചെക്ക് ഗ്രൗണ്ട് സ്റ്റാഫുകള്‍ക്ക് നല്‍കി രോഹിത് ശര്‍മ്മ,0
"ഭയാനകം, പച്ചക്കറികളില്‍ കീടനാശിനി കുത്തിവെക്കുന്നത് കയ്യോടെ പിടികൂടി'; വീഡിയോ സത്യമോ",0
ശാരീരിക വെല്ലുവിളി നേരിടുന്ന ഡെലിവറി ബോയിയുടെ ഭക്ഷണം വലിച്ചെറിഞ്ഞ് യുവതി; വീഡിയോ തെറ്റിദ്ധരിപ്പിക്കുന്നത്!,0
ലോക്‌സഭാ തെരഞ്ഞെടുപ്പ്: വോട്ട് ചെയ്‌തില്ലെങ്കില്‍ നിങ്ങളുടെ അക്കൗണ്ടില്‍ നിന്ന് പിഴ ഈടാക്കും?,0
"മൊറോക്കോ ഭൂകമ്പം: നവജാത ശിശുവിനെ രക്ഷിക്കുന്ന, കരയിച്ച ആ വീഡിയോയില്‍ ട്വിസ്റ്റ്-",0
അസം പ്രളയത്തിലെ 'ബാഹുബലി' അല്ല; പുള്ളിമാൻ കുഞ്ഞിനെ ഒറ്റക്കൈയിൽ രക്ഷിച്ച ബാലന്‍റെ കഥ മറ്റൊന്ന്,0
സിബിഎസ്ഇ പരീക്ഷാ ഫലം: തീയതികള്‍ വ്യാജം; വിദ്യാര്‍ഥികള്‍ക്ക് ആശങ്കയകറ്റാം,0
മാനംമുട്ടെയുള്ള കെട്ടിടത്തില്‍ നിന്ന് ഊര്‍ന്നിറങ്ങി ഷാരൂഖ് ഖാന്‍; വീഡിയോ ജവാന്‍ സിനിമയിലേതോ?,0
ജി20 ഉച്ചകോടി; മാനം രക്ഷിക്കാന്‍ ദില്ലിയിലെ ചേരികള്‍ കെട്ടിമറച്ചു എന്നുള്ള ചിത്രം തെറ്റ്,0
മദ്യപിച്ച് കോണ്‍ തെറ്റി പുള്ളിപ്പുലി! വീഡിയോ സത്യമോ? ദൃശ്യം കേരളത്തിലും വൈറല്‍,0
"കയ്യില്‍ വിക്‌സ് മതി, പല്ലുകള്‍ പളപളാന്ന് മിന്നിക്കാം'; സന്ദേശത്തെ കുറിച്ച് അറിയാനേറെ",0
"ആഫ്രിക്കന്‍ കുട്ടിയെ നഗ്നയാക്കി ദേഹത്ത് മൂത്രമൊഴിച്ച് ഫ്രഞ്ചുകാര്‍'; വീഡിയോ കണ്ട് ഞെട്ടി ലോകം, സത്യമെന്ത്?",0
ബിസിസിഐ ലോകകപ്പ് ടീമില്‍ നിന്ന് തഴഞ്ഞു; സഞ്ജു സാംസണ്‍ അയര്‍ലന്‍ഡ് ടീമിലേക്ക്?,0
"നീണ്ട തലയും, മൂന്ന് വിരലുകളുള്ള കൈകളും, മെക്സിക്കന്‍ കോണ്‍ഗ്രസില്‍ അന്യഗ്രഹ ജീവികള്‍",0
"ഹിന്ദുസ്ഥാനി അല്ലെന്ന് ഷാരൂഖ് ഖാന്‍ പറഞ്ഞു, ജവാന്‍ സിനിമ ബഹിഷ്‌കരിക്കുക'; വീഡിയോ പ്രചാരണം വ്യാജം",0
"കുളിമുറിയില്‍ സ്വയംഭോഗം പാടില്ല', വിദ്യാര്‍ഥികള്‍ക്ക് വിചിത്ര നോട്ടീസുമായി ഐഐടി റൂര്‍ക്കി; സത്യമെന്ത്?",0
"ലോകത്തെ മികച്ച പ്രധാനമന്ത്രി, നരേന്ദ്ര മോദിക്ക് യുനസ്‌കോ പുരസ്‌കാരം'; പോസ്റ്റ് സത്യമോ?",0
"കെട്ടിടം ചുഴറ്റിയെറിയുന്ന ചുഴലി, കാണുമ്പോഴേ ആളുകളുടെ ജീവന്‍ പോകും, സംഭവിച്ചത് ഫിലിപ്പീൻസില്‍",0
"ഇല്ല, ക്രിസ്റ്റ്യാനോ റൊണാള്‍ഡോ തന്‍റെ ഹോട്ടല്‍ മൊറോക്കോ ഭൂകമ്പ ബാധിതര്‍ക്കായി തുറന്നുകൊടുത്തിട്ടില്ല!",0
സൗദിയില്‍ നരേന്ദ്ര മോദിയുടെ കറങ്ങുന്ന സ്വര്‍ണ പ്രതിമ എന്ന് വീഡിയോ,0
ജി20 ഉച്ചകോടി: 'പോസ്റ്റല്‍ വകുപ്പ് ആയിരം ഡോളറിന്‍റെ വമ്പന്‍ സമ്മാനങ്ങള്‍ നിങ്ങള്‍ക്ക് തരുന്നു,0
"ലിബിയ പ്രളയം: ഒഴുകിപ്പോകുന്ന കാറുകള്‍, ജീവനും കൊണ്ട് പുറത്തേക്ക് ചാടുന്ന യുവതി",0
"സ്റ്റാലിന് തൊട്ടുകൂടായ്‌മയോ, കുട്ടിയെ എടുക്കുന്നത് കയ്യുറ ധരിച്ച്; ശരിയോ ചിത്രം",0
രണ്ട് വര്‍ഷം വിദേശയാത്ര വേണ്ട'; ലോക്ക് ഡൗണിന് ശേഷം പാലിക്കേണ്ട 21 കാര്യങ്ങള്‍; അറിയിപ്പ് സത്യമോ?,0
ശ്രീനഗറിലെ ലാൽ ചൗക്കിലെ ദേശീയ പതാക; വസ്തുത പുറത്തുവിട്ട് ദേശീയ മാധ്യമം,0
പിണറായി ചെത്തുകാരൻറെ മകൻ എന്ന ഇകഴ്‌ത്തലിനെതിരെ രംഗത്തെത്തിയോ സുനില്‍ പി ഇളയിടം? വൈറല്‍ പോസ്റ്റിന് പിന്നില്‍,0
ഈ കടലും മറുകടലും എന്ന ഗാനവുമായി എസ്‌പി‌ബി; വൈറല്‍ വീഡിയോയിലുള്ളത് കൊവിഡ് മുക്തനായ ഗായകനോ?,0
ഖർ സെ നികൽതേഹി; മനോഹരഗാനം ആലപിക്കുന്നത് ക്യാപ്റ്റൻ ഡിവി സാഠേ അല്ല,0
ഫൈസർ വാക്സിൻ സ്ത്രീകളിൽ വന്ധ്യതക്ക് കാരണമാകുന്നുവെന്ന പ്രചാരണം,0
ബിഹാറിലെ പ്രളയം; പഴയ ചിത്രങ്ങളുടെ കെണിയില്‍ വീണ് മാധ്യമങ്ങളും,0
"കഴുകി ഉപയോഗിക്കാം, വൈറസ് പ്രൊട്ടക്ഷന്‍; 999 രൂപയ്ക്ക് ഖാദിയുടെ മൂന്ന് മാസ്‌ക്കെന്ന് പ്രചാരണം",0
കൈക്കുഞ്ഞുമായി ബോഗികള്‍ക്ക് ഇടയില്‍ അള്ളിപ്പിടിച്ചിരുന്ന് അമ്മയുടെ സാഹസിക യാത്ര; വീഡിയോ ഇന്ത്യയിലേതോ,0
പുള്ളിപ്പുലിയും പശുവും; അപൂര്‍വ സ്‌നേഹകഥയ്‌ക്കും വൈറല്‍ ചിത്രത്തിനും പിന്നില്‍ സത്യത്തില്‍ സംഭവിച്ചത്,0
ആഫ്രിക്കന്‍ ജനതയെ ഉന്‍മൂലനം ചെയ്യാന്‍ ചൈനയും യുഎസും നിര്‍മ്മിച്ച ആയുധമോ കൊറോണ വൈറസ്?,0
ആ സ്‍ക്രീന്‍ഷോട്ട് ഷെയര്‍ ചെയ്യുന്നവര്‍ അറിയുക; രത്തന്‍ ടാറ്റയുടെ പേരില്‍ വീണ്ടും വ്യാജ പ്രചാരണം,0
ബിഹാറിലെ കൊവിഡ് ചികില്‍സ ഇത്ര ദയനീയമോ? ചിത്രവും വസ്‌തുതയും,2
ജൂൺ 15 മുതൽ ഇന്ത്യ അറിയപ്പെടുക ഭാരതം എന്നോ? സത്യമെന്ത്?,0
അതിഥി തൊഴിലാളികളെ കൊള്ളക്കാരാക്കി ചിത്രീകരിക്കുന്ന വീഡിയോ വ്യാജം; മുന്നറിയിപ്പ്,0
നാഷണല്‍ ജിയോഗ്രഫിക്കിന്‍റെ കവര്‍ ചിത്രത്തില്‍ ഇടംപിടിച്ച് കര്‍ഷക സമരം?,0
മുംബൈയില്‍ കൊവിഡ് വ്യാപനം തടയാന്‍ ആര്‍മിയെ വിന്യസിക്കുന്നതായി വ്യാജ പ്രചാരണം,0
കൊവിഡിനുള്ള മരുന്നും ചികിത്സയും'; ഈ വാട്‌സ്‌ആപ്പ് സന്ദേശം പ്രമുഖ ഡോക്‌ടര്‍ തയ്യാറാക്കിയതോ?,0
മോദിക്ക് ഹസ്‌തദാനം നല്‍കിയതില്‍ ലജ്ജിക്കുന്നു'; കര്‍ഷക പ്രക്ഷോഭത്തെ പിന്തുണച്ച് ട്വീറ്റ് ചെയ്‌തോ ഒബാമ,0
ഗർഭിണിയായ കാട്ടാന ചരിഞ്ഞത് പാലക്കാട്; പിന്നെങ്ങനെ മലപ്പുറത്തിന്‍റെ പേര് വന്നു?,0
ഇന്ത്യ ജൂണില്‍ കൊവിഡ് മുക്തമാകും'; ആദിത്യ പുരിയുടേതായി കേരളത്തില്‍ വൈറലായ പ്രവചനം വിശ്വസനീയമോ,0
കാടിനുള്ളിലൊരു ഭീമാകാരൻ 'കൈ'; വൈറൽ ചിത്രത്തിന് പിന്നിലെ അറിയാക്കഥ,0
പുരുഷ ബീജം കൊവിഡിനെ തടയാനുള്ള മരുന്നോ? പ്രചരിക്കുന്ന വീഡിയോയ്‌ക്ക് പിന്നിലെ വസ്‌തുത,0
"രാജ്യത്തെ സ്‌കൂളുകളെല്ലാം തുറക്കാന്‍ പോകുന്നു, കേന്ദ്രാനുമതി'; പ്രചാരണം ശരിയോ?",0
"മദ്യശാലകള്‍ തുറന്നു, പൊലീസുകാരനും ലക്കുകെട്ടോ'; വൈറല്‍ വീഡിയോയെ കുറിച്ച് അറിയാനേറെ",2
ഗുജറാത്തില്‍ ലോക്ക് ഡൗണ്‍ പട്ടിണിമൂലം പെണ്‍മക്കളെ കൊന്ന ശേഷം അമ്മ ആത്മഹത്യ ചെയ്‌തെന്ന പ്രചാരണം വ്യാജം,0
അഞ്ച് വാഹനങ്ങള്‍ക്ക് മീതെ പാഞ്ഞുകയറി ട്രക്ക്; ഞെട്ടിക്കുന്ന അപകട ദൃശ്യം മൈസൂരുവിലേതോ?,0
മൂന്ന് കണ്ണുകളുമായി ജനിച്ച കുട്ടി; ലോകത്തെ അത്ഭുതപ്പെടുത്തിയ വീഡിയോയ്‌ക്ക് പിന്നിലെ കള്ളം പൊളിഞ്ഞു,0
മരിച്ചിട്ടും മറഡോണയെ വിടാതെ വ്യാജ പ്രചാരണം; അന്ത്യകർമ്മങ്ങളുടെ വീഡിയോ വ്യാജം,0
ഡിസംബര്‍ വരെ സ്‌കൂളുകള്‍ തുറക്കില്ല; വാര്‍ത്ത സത്യമോ?,0
ലോകത്ത് സസ്യാഹാരിയായ ഒരാള്‍ക്കും കൊവിഡില്ല! സംഭവം സത്യമോ,0
മാസ്ക് ധരിക്കുന്നത് എല്ലാവരിലും കൊവിഡ് എന്ന ധാരണയിൽ'; ഇങ്ങനെയൊരു സർക്കുലർ എയിംസ് പുറത്തിറക്കിയോ?,2
അതിർത്തിയിൽ ഇന്ത്യൻ സൈനികരോട് കയർക്കുന്ന ചൈനീസ് പട്ടാളം; വീഡിയോയ്ക്ക് പിന്നിലെ സത്യമിത്,2
"ട്രൂഡോ മാത്രമല്ല, കർഷക സമരത്തിന് പിന്തുണ പ്രഖ്യാപിച്ച് കമല ഹാരിസും; ട്വീറ്റും യാഥാർഥ്യവും",0
വെന്‍റിലേറ്ററിലേക്ക് മാറ്റും മുൻപുള്ള ഡോ.അയിഷയുടെ വാക്കുകൾ; വൈറലായ സന്ദേശം വ്യാജം,0
കൊറോണ വൈറസിന്‍റെ ശേഷി കുറയുന്നതായി ലോകാരോഗ്യ സംഘടന വിശദമാക്കിയിട്ടുണ്ടോ? വസ്തുത ഇതാണ്,0
ലാന്‍ഡിംഗും അപകടവും വ്യക്തം; പ്രചരിക്കുന്നത് കരിപ്പൂർ വിമാന ദുരന്തത്തിന്‍റെ ദൃശ്യമോ?,0
എല്ലാ ഉപയോക്താക്കള്‍ക്കും ദിവസേന 25 ജിബി സൗജന്യ ഡാറ്റ! ജിയോയുടെ ഓഫര്‍ സത്യമോ?,0
സർക്കാർ ആശുപത്രിയിൽ രോഗിക്ക് തറയിൽ ഭക്ഷണം വിളമ്പി'; കേരളത്തിനെതിരെ വ്യാജ പ്രചാരണം,0
വാഹനങ്ങളുടെ സ്റ്റിയറിംഗിലെ ചെറിയ തടിപ്പുകൾ കാഴ്ചാ പരിമിതരെ സഹായിക്കാനോ?,0
അതിര്‍ത്തികള്‍ അടച്ചുപൂട്ടിയെന്ന് ആരോപണം; കേരളത്തിനെതിരെ വിദ്വേഷ ക്യാംപയിന്‍,0
കാര്‍ഷിക നിയമ ഭേദഗതി: കേരളം ജിയോ സേവനങ്ങള്‍ നിരോധിച്ചു എന്ന് സാമൂഹ്യമാധ്യമങ്ങളില്‍ വ്യാജ പ്രചാരണം,0
മുംബൈയിലേക്ക് പുറപ്പെട്ട കണ്ടെയ്നർ ട്രെയിൻ കാണാതായോ?; പ്രചരിക്കുന്ന വാർത്ത സത്യമല്ലെന്ന് റെയിൽവേ,0
"സുശാന്ത് സിംഗിന് നീതി വേണം', നൈജീരിയയിലും പ്രതിഷേധമോ?",0
കൊവിഡ് ബാധിതർക്ക് സാമ്പത്തിക ഭദ്രതയൊരുക്കി ജാക്കി ചാൻ,0
കുരുമുളകും ഇഞ്ചിയും തേനും ചേര്‍ത്ത് കൊവിഡിന് അത്‌ഭുത മരുന്ന്'; ഇന്ത്യന്‍ വിദ്യാര്‍ഥിയുടെ കണ്ടെത്തല്‍ സത്യമോ?,0
കാറിനോട് ആലിപ്പഴം ചെയ്ത കൊടുംചതി'; വൈറല്‍ വീഡിയോയ്ക്ക് പിന്നിലെ കഥ പുറത്ത്,0
പാലക്കാട് ആന ചരിഞ്ഞ സംഭവം,0
ഇന്നാ പിടിച്ചോ 2000 സൗജന്യ നോക്കിയ ഫോണുകള്‍; ഫേസ്‌ബുക്ക് പോസ്റ്റ് വിശ്വസനീയമോ?,0
കര്‍ഷക സമരത്തിനിടെ കണ്ണിന് പരിക്കേറ്റത് മുന്‍ സൈനിക ഉദ്യോഗസ്ഥനോ?,0
"ഇത് ഇതിഹാസ താരം മറഡോണയോ? കളിയാക്കി ആരാധകര്‍, വീഡിയോയില്‍ ട്വിസ്റ്റ്",0
യാത്രാമധ്യേ ആകാശത്ത് ഇന്ധന നിറയ്‌ക്കുന്ന വിമാനം; പുറത്തുവന്ന വീഡിയോ റഫാലിന്‍റെയോ?,0
ഇതര സംസ്ഥാനക്കാരില്‍ നിന്ന് പണം പിടിച്ചുപറിച്ചോ റെയില്‍വെ പൊലീസ്? പ്രചരിക്കുന്ന വീഡിയോക്ക് പിന്നിലെ സത്യം,0
സാമൂഹിക അകലം മറന്ന് തിക്കിത്തിരക്കി പെരുന്നാള്‍ ഷോപ്പിംഗ്'; പേടിപ്പെടുത്തുന്ന വീഡിയോ ഹൈദരാബാദിലേതോ?,0
പൂച്ചക്കുട്ടിയെ ജീവനോടെ കത്തിച്ച ദാരുണ സംഭവം; പ്രതിയുടേതായി പ്രചരിക്കുന്ന ചിത്രം യുവന്‍ ശങ്കര്‍ രാജയുടേത്,0
തോറ്റു പോകാത്ത വീര്യം' എന്ന് കുഞ്ഞനന്തനെ വിശേഷിപ്പിച്ചിട്ടില്ല; വ്യാജ പ്രചാരണത്തിനെതിരെ സുനില്‍ പി ഇളയിടം,0
പുക പരിശോധന സര്‍ട്ടിഫിക്കറ്റ് ഇല്ലെങ്കില്‍ അപകടത്തില്‍പ്പെടുന്ന വാഹനങ്ങള്‍ക്ക് ക്ലെയിം ലഭിക്കില്ല; സത്യമോ?,0
ദില്ലി മുഗള്‍ ഗാര്‍ഡന്‍റെ പേര് മാറ്റിയോ? വ്യാപക പ്രചാരണത്തിലെ വസ്‌തുതയെന്താണ്,0
സോണിയ ഗാന്ധിയുടെ പിറന്നാള്‍ ദിനത്തില്‍ ബാര്‍ നര്‍ത്തകി എന്ന പേരില്‍ പ്രചരിച്ച ചിത്രത്തിന്‍റെ വസ്‌തുത,0
ദലിത് ബാലന്‍റെ കൊലപാതകം; ഏഷ്യാനെറ്റ് ന്യൂസ് ഡോട് കോം വ്യാജ വാര്‍ത്ത നല്‍കിയെന്ന പ്രചാരണം പച്ചക്കള്ളം,0
"പ്രൗഢം, ഈ ഗണേശോത്സവ ദൃശ്യങ്ങള്‍ തമിഴ്‌നാട്ടില്‍ നിന്നോ?",0
